Id,College Name,Course,DEFOBCS,DEFOPENS,DEFRNT1S,DEFRNT2S,DEFRNT3S,DEFROBCS,DEFRSCS,DEFRVJS,DEFSCS,EWS,GNT1H,GNT1O,GNT1S,GNT2H,GNT2O,GNT2S,GNT3H,GNT3O,GNT3S,GOBCH,GOBCO,GOBCS,GOPENH,GOPENO,GOPENS,GSCH,GSCO,GSCS,GSTH,GSTO,GSTS,GVJH,GVJO,GVJS,LNT1H,LNT1O,LNT1S,LNT2H,LNT2O,LNT2S,LNT3H,LNT3O,LNT3S,LOBCH,LOBCO,LOBCS,LOPENH,LOPENO,LOPENS,LSCH,LSCO,LSCS,LSTH,LSTO,LSTS,LVJH,LVJO,LVJS,MI,ORPHAN,PWDOBCH,PWDOBCS,PWDOPENH,PWDOPENS,PWDRNT1S,PWDRNT2H,PWDROBC,PWDRSCH,PWDRSCS,PWDRVJS,TFWS,DEFOBCS_Percentile,DEFOPENS_Percentile,DEFRNT1S_Percentile,DEFRNT2S_Percentile,DEFRNT3S_Percentile,DEFROBCS_Percentile,DEFRSCS_Percentile,DEFRVJS_Percentile,DEFSCS_Percentile,EWS_Percentile,GNT1H_Percentile,GNT1O_Percentile,GNT1S_Percentile,GNT2H_Percentile,GNT2O_Percentile,GNT2S_Percentile,GNT3H_Percentile,GNT3O_Percentile,GNT3S_Percentile,GOBCH_Percentile,GOBCO_Percentile,GOBCS_Percentile,GOPENH_Percentile,GOPENO_Percentile,GOPENS_Percentile,GSCH_Percentile,GSCO_Percentile,GSCS_Percentile,GSTH_Percentile,GSTO_Percentile,GSTS_Percentile,GVJH_Percentile,GVJO_Percentile,GVJS_Percentile,LNT1H_Percentile,LNT1O_Percentile,LNT1S_Percentile,LNT2H_Percentile,LNT2O_Percentile,LNT2S_Percentile,LNT3H_Percentile,LNT3O_Percentile,LNT3S_Percentile,LOBCH_Percentile,LOBCO_Percentile,LOBCS_Percentile,LOPENH_Percentile,LOPENO_Percentile,LOPENS_Percentile,LSCH_Percentile,LSCO_Percentile,LSCS_Percentile,LSTH_Percentile,LSTO_Percentile,LSTS_Percentile,LVJH_Percentile,LVJO_Percentile,LVJS_Percentile,MI_Percentile,ORPHAN_Percentile,PWDOBCH_Percentile,PWDOBCS_Percentile,PWDOPENH_Percentile,PWDOPENS_Percentile,PWDRNT1S_Percentile,PWDRNT2H_Percentile,PWDROBC_Percentile,PWDRSCH_Percentile,PWDRSCS_Percentile,PWDRVJS_Percentile,TFWS_Percentile
540124510,"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Computer Engineering,,,,,,,,,,,,,,,,,83636,,,75496,,,70409,,,,,,,,,,,,,,,,,,,,,73564,,,71751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5078019,,,26.6027561,,,35.0078753,,,,,,,,,,,,,,,,,,,,,29.9393300,,,33.2795222,,,,,,,,,,,,,,,,,,,,,,,,
540124510,"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Computer Engineering,,,,,,,,,,,,,,,,,,,,,68516,,,63823,,,,,,,,,,,,,,,,,,,,,83924,,,64052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2409019,,,44.7580645,,,,,,,,,,,,,,,,,,,,,10.9819734,,,43.8423230,,,,,,,,,,,,,,,,,,,,,,,
540124510,"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Computer Engineering,,,,,,,,,,65454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49909,,,,,,,,,,42.6018901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3998819
540824510,"Vidya Niketan College of Engineering, Bota Sangamner",Computer Engineering,,,,,,,,,,,,,,77299,,,,,,66861,,,64344,,,,,,,,,,,,,,,,,,81583,,,,,,50104,,,73592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6497475,,,,,,40.1646622,,,43.7535653,,,,,,,,,,,,,,,,,,15.7020873,,,,,,61.2533921,,,29.9393300,,,,,,,,,,,,,,,,,,,,,
540824510,"Vidya Niketan College of Engineering, Bota Sangamner",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,74083,,,,,,,,,,,,,,,,,,,,,,,,84569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4872892,,,,,,,,,,,,,,,,,,,,,,,,9.3962008,,,,,,,,,,,,,,,,,,,,,,,
540824510,"Vidya Niketan College of Engineering, Bota Sangamner",Computer Engineering,,,,,,,,,,,,,,,,,,,,,68120,,,,,,,,,,,,,,,,,,,,,,,,50101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3158243,,,,,,,,,,,,,,,,,,,,,,,,61.2533921,,,,,,,,,,,,,,,,,,,,,,,,,,
540824510,"Vidya Niketan College of Engineering, Bota Sangamner",Computer Engineering,,,,,,,,,,64889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39931,,,,,,,,,,43.3153897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9682177
540924510,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Computer Engineering,,,,,,,,,,,,,,,,,,,,81796,,,62911,,,72203,,,,,,,,,,,,,,,,,,,,,62728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8518847,,,46.3424806,,,32.5002140,,,,,,,,,,,,,,,,,,,,,46.3475664,,,,,,,,,,,,,,,,,,,,,,,,
540924510,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8261928,,,,,,,,,,,,,,,,,,,,,,,,,,,
540924510,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,39830,,,,,,,,,,,,,,,,,,,,,,,,56655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0406477,,,,,,,,,,,,,,,,,,,,,,,,53.6290323,,,,,,,,,,,,,,,,,,,,,,,
540924510,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Computer Engineering,,,,,,,,,,,,,,,,,,,,,86684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7812061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540924510,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Computer Engineering,,,,,,,,,,65038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53661,,,,,,,,,,43.0561348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1030641
540929310,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,67720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4861193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540929310,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,73750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8732747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540929310,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3983482
540961210,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,51340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6157997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540961210,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,80325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5649734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541119110,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,65567,,,,,,,,,,,,,,,,,,,,,,,,65219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6018901,,,,,,,,,,,,,,,,,,,,,,,,42.9189281,,,,,,,,,,,,,,,,,,,,,,,,
541119110,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7405289,,,,,,,,,,,,
541124510,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,84660,,,,,,,,,,,,,,,,,,,,,,,,87570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3429688,,,,,,,,,,,,,,,,,,,,,,,,2.8324288,,,,,,,,,,,,,,,,,,,,,,,,
541124510,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,86836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5799038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541124510,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,88206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1927600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541124510,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87577,,,,,,,,,,,,51264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8324288,,,,,,,,,,,,59.6157997
541137210,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,84224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3398176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541137210,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0497389,,,,,,,,,,,,
541161210,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1126187,,,,,,,,,,,,
541819110,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Civil Engineering,,,,,,,,,,,,,,,,,77639,,,81179,,,68532,,,,,,,,,69910,,,,,,,,,,,,,,,84461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0897740,,,16.6127829,,,38.2409019,,,,,,,,,36.1998499,,,,,,,,,,,,,,,9.9257885,,,,,,,,,,,,,,,,,,,,,,,,
541819110,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,84494,,,84992,,,,,,,,,,,,,,,,,,,,,84045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9257885,,,8.7224127,,,,,,,,,,,,,,,,,,,,,10.7058476,,,,,,,,,,,,,,,,,,,,,,,
541819110,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Civil Engineering,,,,,,,,,,,,,,,,,,,,,85737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0683112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541819110,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Civil Engineering,,,,,,,,,,88357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47556,,,,,,,,,,0.7171380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7042062
541824510,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Computer Engineering,,,,,,,,,,,57788,,,71676,,,,,,48084,,,44906,,,80275,,,85496,,,76425,,,,,,69615,,,57634,,,41788,,,43846,,,60465,,,,,,57407,,,,,,,,,,,,,,,,,,,,,,,,,,52.4564184,,,33.2795222,,,,,,63.3581594,,,66.4468478,,,18.1973808,,,7.4199686,,,25.1347094,,,,,,36.7976787,,,52.7484058,,,69.4482927,,,66.9949148,,,49.4727527,,,,,,52.9257123,,,,,,,,,,,,,,,
541824510,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,71142,,,,,,,,,,,,,,,,,,,,,,,,79342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3312532,,,,,,,,,,,,,,,,,,,,,,,,19.7064537,,,,,,,,,,,,,,,,,,,,,
541824510,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Computer Engineering,,,,,,,,,,,,,,,31545,,,28529,,,29198,,,20179,,,55088,,,57885,,,52677,,,,,,,,,,,,33542,,,29375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.7731822,,,80.0678416,,,79.6426503,,,86.0924711,,,55.6246373,,,52.2579556,,,58.6329715,,,,,,,,,,,,76.1120959,,,79.4852887,,,,,,,,,,,,,,,,,,,,,,,
541824510,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Computer Engineering,,87431,,,,,,,,62550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23235,,2.9886432,,,,,,,,46.3873813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9436150
541829310,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,83624,,,,,,88621,,,,,,,,,,,,,,,,,,74073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5078019,,,,,,0.0422048,,,,,,,,,,,,,,,,,,29.4872892,,,,,,,,,,,,,,,,,,,,,,,,
541829310,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Electrical Engineering,,,,,,,,,,,84561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3962008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541829310,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,83739,,,,,,,,,,,,,,,,,,,,,,,,48013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2823538,,,,,,,,,,,,,,,,,,,,,,,,63.4002446,,,,,,,,,,,,,,,,,,,,,,,
541829310,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Electrical Engineering,,,,,,,,,,87858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68407,,,,,,,,,,2.1227424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2669197
541861210,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,87323,,,85105,,,,,,,,,,,,,,,,,,,,,,,,74863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5198785,,,8.5473775,,,,,,,,,,,,,,,,,,,,,,,,28.1674686,,,,,,,,,,,,,,,,,,,,,,,,
541861210,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Mechanical Engineering,,,,,,,,,,,,,,60164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5704396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541861210,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,69392,,,60147,,,69397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7987731,,,49.5704396,,,36.7987731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541861210,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Mechanical Engineering,,,,,,,,,,,,,,,,,,77928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3397367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541861210,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Mechanical Engineering,,,,,,,,,,73699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43297,,,,,,,,,,29.8732747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0660974
544919110,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,59858,,,,,,,,,,,,,,,,,,,,,,,,57798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7371099,,,,,,,,,,,,,,,,,,,,,,,,52.4564184,,,,,,,,,,,,,,,,,,,,,,,,
544919110,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,61322,,,,,,,,,,,,,,,,,,,,,,,,72836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7783049,,,,,,,,,,,,,,,,,,,,,,,,31.3412678,,,,,,,,,,,,,,,,,,,,,,,
544919110,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1278833
544924510,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,29343,,,,,,,,,,,,,,,,,,,,,,,,19091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4852887,,,,,,,,,,,,,,,,,,,,,,,,86.8225057,,,,,,,,,,,,,,,,,,,,,,,,
544924510,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,53127,,,,,,,,,,,,,,,,,,,,,,,,42604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9531237,,,,,,,,,,,,,,,,,,,,,,,,68.3061721,,,,,,,,,,,,,,,,,,,,,,,
544924510,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76999,,,,,,,,,,,,14955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7074636,,,,,,,,,,,,89.6879240
544924610,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Information Technology,,,,,,,,,,,,,,,,,,,,,,,41386,,,,,,,,,,,,,,,,,,,,,,,,39790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7264390,,,,,,,,,,,,,,,,,,,,,,,,71.0406477,,,,,,,,,,,,,,,,,,,,,,,,
544924610,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Information Technology,,,,,,,,,,,,,,,,,,,,,,,,75587,,,,,,,,,,,,,,,,,,,,,,,,57800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5477440,,,,,,,,,,,,,,,,,,,,,,,,52.4564184,,,,,,,,,,,,,,,,,,,,,,,
544924610,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4852887,,,,,,,,,,,,,,,,,,,,,,,
544924610,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1595006
544929310,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,69878,,,,,,,,,,,,,,,,,,,,,,,,63415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1998499,,,,,,,,,,,,,,,,,,,,,,,,45.0823062,,,,,,,,,,,,,,,,,,,,,,,,
544929310,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,83837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2581686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544929310,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,69464,,,,,,,,,,,,,,,,,,,,,,,,65188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7987731,,,,,,,,,,,,,,,,,,,,,,,,42.9189281,,,,,,,,,,,,,,,,,,,,,,,
544929310,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Electrical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0931881
544961210,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,72749,,,,,,,,,,,,,,,,,,,,,,,,86849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4049587,,,,,,,,,,,,,,,,,,,,,,,,4.5799038,,,,,,,,,,,,,,,,,,,,,,,,
544961210,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,87635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6901670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544961210,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,,71327,,,,,,,,,,,,,,,,,,,,,,,,51496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4193644,,,,,,,,,,,,,,,,,,,,,,,,59.4867635,,,,,,,,,,,,,,,,,,,,,,,
